idweb;id;annonce_reference_schema_v110;objet;filename;famille;code_departement;code_departement_prestation;famille_libelle;dateparution;datefindiffusion;datelimitereponse;nomacheteur;titulaire;perimetre;type_procedure;soustype_procedure;procedure_libelle;procedure_categorise;nature;sousnature;nature_libelle;sousnature_libelle;nature_categorise;nature_categorise_libelle;criteres;marche_public_simplifie;marche_public_simplifie_label;etat;descripteur_code;dc;descripteur_libelle;type_marche;type_marche_facette;type_avis;annonce_lie;annonces_anterieures;annonces_anterieures_schema_v110;source_schema;GESTION;DONNEES;url_avis;url_pdf
24-18318;24_18318;;23m0414pa - Démolition De L'Ancien Réservoir Et Bâches De Reprises Aep De Beauzelle - Aps/Sj;24-18318;FNS;['31'];;Marchés entre 90 k€ et seuils européens;2024-02-14;2024-05-13;;Toulouse Métropole;;FNSimple;;;Procédure NC;/;ATTRIBUTION;;Résultat de marché;;attribution/standard;Résultat de marché/;['environnementaux'];;;INITIAL;['33'];['33'];['Bâtiment'];['TRAVAUX'];['Travaux'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-18318;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-18318.pdf
24-18340;24_18340;;Réaménagement de la salle de créativité situé au 4ème étage du siège de la CARSAT Midi-Pyrénées.;24-18340;FNS;['31'];;Marchés entre 90 k€ et seuils européens;2024-02-14;2024-03-09;2024-03-08T11:00:00+00:00;Organisme Sécurité sociale;;FNSimple;OUVERT;;Procédure Ouverte;OUVERT/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;['sociaux', 'environnementaux'];;;INITIAL;['345'];['345'];"[""Tous corps d'état""]";['TRAVAUX'];['Travaux'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-18340;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-18340.pdf
24-18659;24_18659;;Organisation d'un événement intercommunal de promotion du territoire: Le Marathon du Golfe de Saint-Tropez;24-18659;FNS;['83'];;Marchés entre 90 k€ et seuils européens;2024-02-14;2024-03-07;2024-03-07T12:00:00+00:00;Communauté de Communes du Golfe de Saint-Tropez;;FNSimple;OUVERT;;Procédure Ouverte;OUVERT/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;['environnementaux'];;;INITIAL;['445', '274'];['445', '274'];['Evénementiel', 'Prestations de services'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-18659;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-18659.pdf
24-18674;24_18674;;Fourniture de vaccins pour le service de Protection Maternelle et Infantile et Service Santé Prévention et Vie au Travail du Département de la Charente-Maritime - 7 lots;24-18674;FNS;['17'];;Marchés entre 90 k€ et seuils européens;2024-02-14;2024-03-14;;Département de la Charente Maritime;;FNSimple;;;Procédure NC;/;ATTRIBUTION;;Résultat de marché;;attribution/standard;Résultat de marché/;;;;INITIAL;['280'];['280'];['Produits pharmaceutiques'];['FOURNITURES'];['Fournitures'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-18674;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-18674.pdf
24-17917;24_17917;;FOURNITURE, LIVRAISON ET POSE DE BORNES ENTERRÉES POUR LA COLLECTE DES DÉCHETS MÉNAGERS ET ASSIMILÉS;24-17917;JOUE;['57'];;Marchés européens;2024-02-14;2024-03-19;2024-03-19T11:00:00+00:00;Metz Métropole;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;['environnementaux'];;;INITIAL;['71'];['71'];['Conteneur, poubelles'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-17917;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-17917.pdf
24-17951;24_17951;;23V1238 - PROLONGEMENT DE LA PROMENADE DU PAILLON - CURAGE ET REPRISE DE L'ÉTANCHÉITÉ DU JARDIN SOSNO;24-17951;JOUE;['06'];;Marchés européens;2024-02-14;2024-02-27;2024-02-27T13:00:00+00:00;Ville de Nice (06);;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;RECTIFICATIF;['353', '117'];['353', '117'];['Travaux de viabilité', 'Etanchéité'];['TRAVAUX'];['Travaux'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-17951;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-17951.pdf
24-17965;24_17965;;Marché de collecte des déchets ménagers et assimilés;24-17965;JOUE;['976'];;Marchés européens;2024-02-14;2024-03-13;2024-03-02T09:00:00+00:00;Communauté d'Agglomération du Grand Nord de Mayotte (976);;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;RECTIFICATIF;['249'];['249'];['Ordures ménagères (prestations)'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-17965;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-17965.pdf
24-17967;24_17967;;MARCHE DE MAITRISE D'OEUVRE POUR LA CREATION DU NOUVEAU SIEGE DE LA CCPM DE MAICHE;24-17967;JOUE;['25'];;Marchés européens;2024-02-14;2024-03-16;2024-03-18T16:00:00+00:00;Communauté de Communes du Pays de Maiche (25);;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['197'];['197'];"[""Maîtrise d'oeuvre""]";['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-17967;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-17967.pdf
24-17773;24_17773;;Fourniture de conteneurs aériens;24-17773;JOUE;['35'];;Marchés européens;2024-02-14;2024-04-02;2024-04-02T10:00:00+00:00;Rennes Métropole;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;['environnementaux'];;;INITIAL;['71'];['71'];['Conteneur, poubelles'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-17773;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-17773.pdf
24-17867;24_17867;;Fourniture de vêtements de travail et d'équipements de protection individuelle (EPI) pour les agents du Département de Maine-et-Loire;24-17867;JOUE;['49'];;Marchés européens;2024-02-14;2024-03-26;2024-03-26T10:00:00+00:00;Tribunal administratif de Nantes;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['79', '150'];['79', '150'];['Chaussures ou articles chaussants', 'Habillement'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-17867;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-17867.pdf
24-17868;24_17868;;La fourniture d'objets promotionnels et la création de deux sites d'achats en ligne, destinés aux services et composantes (achats groupés) et aux étudiants et personnels (achats individuels ou au déta;24-17868;JOUE;['94'];;Marchés européens;2024-02-14;2024-07-31;2024-03-14T10:00:00+00:00;Université Paris-Est Créteil;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['464'];['464'];['Objet publicitaire'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-17868;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-17868.pdf
24-17910;24_17910;;FOURNITURE DE PIECES DETACHEES POUR LES VEHICULES LEGERS ET UTILITAIRES;24-17910;JOUE;['57'];;Marchés européens;2024-02-14;2024-03-19;2024-03-19T11:00:00+00:00;Metz Métropole;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;['environnementaux'];;;INITIAL;['266'];['266'];['Pièces détachées'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-17910;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-17910.pdf
24-17727;24_17727;;Acquisition de produits numériques publiés par le Service hydrographique britannique (UKHO),;24-17727;JOUE;['29'];;Marchés européens;2024-02-14;2024-09-20;2024-03-18T07:00:00+00:00;Service hydrographique et océanographique de la marine;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['403'];['403'];['Carte magnétique, carte à puce'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-17727;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-17727.pdf
24-17746;24_17746;;ACCORD-CADRE DE CSPS POUR DES OPERATIONS DE TRAVAUX DONT LE MONTANT EST INFERIEUR A 1 500 000 EUROS HT;24-17746;JOUE;['44', '49', '53', '72', '85'];;Marchés européens;2024-02-14;2024-03-19;2024-03-18T10:00:00+00:00;Région des Pays de la Loire;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['274'];['274'];['Prestations de services'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-17746;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-17746.pdf
24-17754;24_17754;;Tierce Maintenance Applicative du SAGT MARIUS2;24-17754;JOUE;['13'];;Marchés européens;2024-02-14;2024-03-13;2024-03-13T20:00:00+00:00;DIRMED;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['454'];['454'];['Informatique (maintenance serveurs et réseaux)'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-17754;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-17754.pdf
24-17514;24_17514;;Mission de maitrise d'oeuvre pour la restructuration de l'internat du lycée Horticole à RIBECOURT DRESLINCOURT;24-17514;JOUE;['59'];;Marchés européens;2024-02-14;2024-03-14;2024-03-14T11:00:00+00:00;Région Hauts-de-France;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;['sociaux'];;;INITIAL;['197'];['197'];"[""Maîtrise d'oeuvre""]";['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-17514;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-17514.pdf
24-17549;24_17549;;FOURNITURE DE VETEMENTS PROFESSIONNELS ET D?ÉQUIPEMENTS DE PROTECTION INDIVIDUELLE POUR LES AGENTS DE LA VILLE DE LA MADELEINE LOTS 1 A 4;24-17549;JOUE;['59', '62', '80'];;Marchés européens;2024-02-14;2024-05-14;2024-03-14T10:00:00+00:00;Tribunal Administratif de Lille;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['343'];['343'];['Textile'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-17549;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-17549.pdf
24-17585;24_17585;;Fourniture de projecteurs d'éclairage scénique (Lots 9 et 10);24-17585;JOUE;['75'];;Marchés européens;2024-02-14;2024-03-19;2024-03-19T11:00:00+00:00;Opéra national de Paris;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['216'];['216'];['Matériel scénique'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-17585;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-17585.pdf
24-17403;24_17403;;DELEGATION DE SERVICE PUBLIC PORTANT SUR L'EXPLOITATION D'UNE FOURRIERE AUTOMOBILE;24-17403;JOUE;['34'];;Marchés européens;2024-02-14;2024-03-11;2024-03-11T11:00:00+00:00;Mairie de Palavas-les-Flots;;DIRECTIVE-23;;;Procédure NC;/;APPEL_OFFRE;CONCESSION;Avis de marché;Concession;appeloffre/concession;Avis de marché/Concession;['environnementaux'];;;INITIAL;['406', '274'];['406', '274'];['Délégation de service public', 'Prestations de services'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-17403;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-17403.pdf
24-17451;24_17451;;TRAVAUX DE VRD, OUVRAGES HYDRAULIQUES, OUVRAGES D'ART, AMÉNAGEMENTS PAYSAGERS ET CHAUSSÉES.  POUR LA SECTION COMPRISE ENTRE LE PANNEAU D'ENTRÉE D'AGGLOMÉRATION SUD DE KAWENI SUR RN (...);24-17451;JOUE;['976'];;Marchés européens;2024-02-14;2024-03-10;2024-03-26T09:00:00+00:00;NARENDRE, agissant au nom et pour le compte de CADEMA (976);;AUTRE;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['253', '255', '366', '116'];['253', '255', '366', '116'];"[""Ouvrage d'infrastructure"", 'Ouvrage hydraulique', 'Voirie et réseaux divers', 'Espaces verts']";['TRAVAUX'];['Travaux'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-17451;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-17451.pdf
24-17459;24_17459;;Missions de géomètres, de prestations topographiques, de détection des réseaux et prestations foncières nécessaires à la réalisation des opérations d'aménagement du Grand Paris Aménagement.;24-17459;JOUE;['91', '92', '78', '77', '93', '95', '94'];;Marchés européens;2024-02-14;2024-03-13;;Grand Paris Aménagement;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['344', '274'];['344', '274'];['Topographie', 'Prestations de services'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-17459;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-17459.pdf
24-17812;24_17812;;Mise à disposition, installation, entretien, maintenance et exploitation d'éléments de mobilier urbain publicitaires et non publicitaires de la Ville d'Amiens et d'autre part, la gestion du système VE;24-17812;JOUE;['80'];;Marchés européens;2024-02-14;2024-04-30;;Ville d'Amiens;;DIRECTIVE-23;;;Procédure NC;/;APPEL_OFFRE;CONCESSION;Avis de marché;Concession;appeloffre/concession;Avis de marché/Concession;;;;INITIAL;['231'];['231'];['Mobilier urbain'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-17812;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-17812.pdf
24-17931;24_17931;;Prestation de fourniture de titres restaurant dématérialisés au profit des agents du SDIS 36;24-17931;JOUE;['36'];;Marchés européens;2024-02-14;2024-03-18;;SDIS 36;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;;;;INITIAL;['416'];['416'];['Titres restaurant'];['SERVICES'];['Services'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-17931;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-17931.pdf
24-17502;24_17502;;Concours restreint de maîtrise d'oeuvre pour l'extension de l'école maternelle Jacques Prévert à Athis-Mons;24-17502;JOUE;['91'];;Marchés européens;2024-02-14;2024-06-14;2024-03-14T10:00:00+00:00;Tribunal Administratif de Versailles;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;CONCOURS;Avis de marché;Concours;appeloffre/concours;Avis de marché/Concours;;;;INITIAL;['118'];['118'];['Etude'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-17502;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-17502.pdf
24-17681;24_17681;;23V1155. Achat de vaccins pour le service des vaccinations de la ville de Nice;24-17681;JOUE;['06'];;Marchés européens;2024-02-14;2024-03-19;2024-03-19T13:00:00+00:00;Métropole Nice Côte d'Azur (06);;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['15', '69', '280'];['15', '69', '280'];['Articles à usage unique', 'Consommables médicaux', 'Produits pharmaceutiques'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-17681;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-17681.pdf
24-17862;24_17862;;Accord cadre de prestations de services topographiques et parcellaires;24-17862;JOUE;['30'];;Marchés européens;2024-02-14;2024-05-12;;Conseil départemental du Gard;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;['sociaux', 'environnementaux'];;;INITIAL;['344'];['344'];['Topographie'];['SERVICES'];['Services'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-17862;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-17862.pdf
24-17949;24_17949;;Formation à la contention d'un patient violent pour les services d'accueil des urgences (SAU) générales et spécialisées de l'Assistance Publique - Hôpitaux de Paris;24-17949;JOUE;['75'];;Marchés européens;2024-02-14;2024-02-20;;Assistance Publique Hôpitaux de Paris;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;;;;INITIAL;['410'];['410'];['Formation'];['SERVICES'];['Services'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-17949;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-17949.pdf
24-17632;24_17632;;Réaménagement du bâtiment SEGPA et de la cuisine pédagogique au collège Daniel Argote à ORTHEZ;24-17632;JOUE;['64'];;Marchés européens;2024-02-14;2024-03-14;2024-03-14T14:00:00+00:00;Tribunal Administratif de PAU;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['33'];['33'];['Bâtiment'];['TRAVAUX'];['Travaux'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-17632;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-17632.pdf
24-17651;24_17651;;Marché de prestations de veille externe sur la sûreté et les risques majeurs de France Travail;24-17651;JOUE;['75'];;Marchés européens;2024-02-14;2024-03-19;;Tribunal administratif de Paris;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;;;;INITIAL;['331', '274'];['331', '274'];['Surveillance', 'Prestations de services'];['SERVICES'];['Services'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-17651;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-17651.pdf
24-17956;24_17956;;achat de cables de distribution d'energie électrique;24-17956;JOUE;['74'];;Marchés européens;2024-02-14;2024-04-01;2024-03-29T10:00:00+00:00;ENERGIE ET SERVICES DE SEYSSEL;;DIRECTIVE-25;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['203'];['203'];['Matériel électrique'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-17956;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-17956.pdf
24-17500;24_17500;;Marché de maitrise d'oeuvre dans le cadre du projet de construction d'un parc de stationnement en entrée du site des Chantiers Navals de La Ciotat;24-17500;JOUE;['13'];;Marchés européens;2024-02-14;2024-03-12;;TPF INGENIERIE;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;;;;INITIAL;['455'];['455'];['Ingénierie'];['SERVICES'];['Services'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-17500;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-17500.pdf
24-17669;24_17669;;Marché assurances groupement CCAB - Lot 1 responsabilité civile;24-17669;JOUE;['67'];;Marchés européens;2024-02-14;2024-02-20;;GROUPAMA GRAND EST;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;;;;INITIAL;['20'];['20'];['Assurance'];['SERVICES'];['Services'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-17669;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-17669.pdf
24-17701;24_17701;;Mise en place et maintenance d'équipements de reprographie pour les sites du CHU de La Réunion;24-17701;JOUE;['974'];;Marchés européens;2024-02-14;2024-05-12;;CHU de la Réunion;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;['environnementaux'];;;INITIAL;['305'];['305'];['Reprographie'];['SERVICES'];['Services'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-17701;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-17701.pdf
24-17722;24_17722;;Concession de service public pour la conception réalisation et exploitation d'un casino;24-17722;JOUE;['49'];;Marchés européens;2024-02-14;2024-04-15;2024-04-15T15:00:00+00:00;Tribunal Administratif de Nantes;;DIRECTIVE-23;;;Procédure NC;/;APPEL_OFFRE;CONCESSION;Avis de marché;Concession;appeloffre/concession;Avis de marché/Concession;;;;INITIAL;['406'];['406'];['Délégation de service public'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-17722;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-17722.pdf
24-17784;24_17784;;Etudes préparatoires et contrôle des  aménagements des zones d'activités  économiques de Nîmes Métropole/ Lot n°2 prédimensionnement et contrôle chaussée;24-17784;JOUE;['30'];;Marchés européens;2024-02-14;2024-03-19;;NEXTROAD ENGINEERING;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;;;;INITIAL;['118'];['118'];['Etude'];['SERVICES'];['Services'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-17784;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-17784.pdf
24-17787;24_17787;;Fournitures de 10 variures propriétaires de cylindres s'entrouvrants pour les bâtiments du conseil départemental;24-17787;JOUE;['91'];;Marchés européens;2024-02-14;2024-05-12;;Conseil Départemental de l'Essonne;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;;;;INITIAL;['321'];['321'];['Serrurerie'];['FOURNITURES'];['Fournitures'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-17787;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-17787.pdf
24-17865;24_17865;;SCHÉMA DIRECTEUR INTERCOMMUNAL DE L'ALIMENTATION EN EAU POTABLE ET DE L'ASSAINISSEMENT;24-17865;JOUE;['34'];;Marchés européens;2024-02-14;2024-05-12;;COMMUNAUTE DE COMMUNES GRAND ORB;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;;;;INITIAL;['6', '18', '118'];['6', '18', '118'];['Alimentation en eau potable', 'Assainissement', 'Etude'];['SERVICES'];['Services'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-17865;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-17865.pdf
24-17873;24_17873;;CONCESSION (OU DELEGATION DE SERVICE PUBLIC);24-17873;JOUE;['40'];;Marchés européens;2024-02-14;2024-04-12;;COMMUNE AZUR;;DIRECTIVE-23;;;Procédure NC;/;APPEL_OFFRE;CONCESSION;Avis de marché;Concession;appeloffre/concession;Avis de marché/Concession;;;;INITIAL;['406'];['406'];['Délégation de service public'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-17873;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-17873.pdf
24-17443;24_17443;;Fourniture de viandes et de charcuteries pour le Ville de Châtellerault et le CCAS;24-17443;JOUE;['86'];;Marchés européens;2024-02-14;2024-03-12;;LES PRODUCTEURS REUNIS;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;;;;INITIAL;['88'];['88'];['Denrées alimentaires'];['FOURNITURES'];['Fournitures'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-17443;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-17443.pdf
24-17542;24_17542;;Prestation d'installation de matériels et d'oeuvres pour des évènements organisés par le Département de l'Eure - Lot 1 : Prestation de régie générale pour les JEP 2024 à 2027 inclus;24-17542;JOUE;['27'];;Marchés européens;2024-02-14;2024-04-12;;Département de l'Eure;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;;Résultat de marché;;attribution/standard;Résultat de marché/;;;;INITIAL;['445'];['445'];['Evénementiel'];['SERVICES'];['Services'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-17542;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-17542.pdf
24-17625;24_17625;;Concours de maîtrise d'oeuvre portant sur la restructuration et l'extension du théâtre Rutebeuf à Clichy-La-Garenne;24-17625;JOUE;['92', '75', '91', '93', '94', '95'];;Marchés européens;2024-02-14;2024-05-14;2024-03-13T10:00:00+00:00;Tribunal administratif de Cergy Pontoise;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;CONCOURS;Avis de marché;Concours;appeloffre/concours;Avis de marché/Concours;;;;INITIAL;['197'];['197'];"[""Maîtrise d'oeuvre""]";['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-17625;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-17625.pdf
