idweb;id;annonce_reference_schema_v110;objet;filename;famille;code_departement;code_departement_prestation;famille_libelle;dateparution;datefindiffusion;datelimitereponse;nomacheteur;titulaire;perimetre;type_procedure;soustype_procedure;procedure_libelle;procedure_categorise;nature;sousnature;nature_libelle;sousnature_libelle;nature_categorise;nature_categorise_libelle;criteres;marche_public_simplifie;marche_public_simplifie_label;etat;descripteur_code;dc;descripteur_libelle;type_marche;type_marche_facette;type_avis;annonce_lie;annonces_anterieures;annonces_anterieures_schema_v110;source_schema;GESTION;DONNEES;url_avis;url_pdf;gpt_response
24-15863;24_15863;;Travaux de réhabilitation des réseaux gravitaires unitaires - Tourcoing - rues des Orions et du Général Laperrine;24-15863;FNS;['59'];;Marchés entre 90 k€ et seuils européens;2024-02-08;2024-03-28;2024-03-28T12:00:00+00:00;Eau et Assainissement;;FNSimple;OUVERT;;Procédure Ouverte;OUVERT/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;['environnementaux'];;;INITIAL;['18'];['18'];['Assainissement'];['TRAVAUX'];['Travaux'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15863;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15863.pdf;FALSE
24-15868;24_15868;;Achat d'uniformes pour apprentis du Centhor/CCI Réunion 2024;24-15868;FNS;['974'];;Marchés entre 90 k€ et seuils européens;2024-02-08;2024-03-04;2024-03-04T13:00:00+00:00;CCI Réunion;;FNSimple;OUVERT;;Procédure Ouverte;OUVERT/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['343'];['343'];['Textile'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15868;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15868.pdf;FALSE
24-15873;24_15873;;Maitrise d'oeuvre en vue de la restructuration de la maison de quartier de Vongy de Thonon-les-Bains;24-15873;FNS;['74'];;Marchés entre 90 k€ et seuils européens;2024-02-08;2024-03-15;2024-03-11T12:00:00+00:00;Commune de Thonon-les-Bains;;FNSimple;RESTREINT;;Procédure Restreinte;RESTREINT/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['197'];['197'];"[""Maîtrise d'oeuvre""]";['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15873;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15873.pdf;FALSE
24-15930;24_15930;;Travaux de reprise de concessions funéraires et d'aménagement d'ossuaires;24-15930;FNS;['80'];;Marchés entre 90 k€ et seuils européens;2024-02-08;2024-03-04;2024-03-04T12:00:00+00:00;24T002;;FNSimple;OUVERT;;Procédure Ouverte;OUVERT/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['437'];['437'];['Cimetière'];['TRAVAUX'];['Travaux'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15930;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15930.pdf;FALSE
24-15943;24_15943;;Marchés de travaux pour la restructuration du lycée Roger Deschaux à Sassenage (38) - 5 lots;24-15943;FNS;['38'];;Marchés entre 90 k€ et seuils européens;2024-02-08;2024-03-19;2024-03-08T11:00:00+00:00;REGION AUVERGNE RHONE-ALPES;;FNSimple;OUVERT;;Procédure Ouverte;OUVERT/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['345'];['345'];"[""Tous corps d'état""]";['TRAVAUX'];['Travaux'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15943;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15943.pdf;FALSE
24-15949;24_15949;;21 - DIJON - Lycée CHARLES DE GAULLE Raccordement au réseau de chaleur urbain;24-15949;FNS;['21', '25', '71', '58', '89', '39', '70', '90'];;Marchés entre 90 k€ et seuils européens;2024-02-08;2024-03-08;2024-03-08T17:00:00+00:00;Région Bourgogne-franche-Comté;;FNSimple;OUVERT;;Procédure Ouverte;OUVERT/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;['sociaux', 'environnementaux'];;;INITIAL;['61', '366'];['61', '366'];['Chauffage (travaux)', 'Voirie et réseaux divers'];['TRAVAUX'];['Travaux'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15949;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15949.pdf;FALSE
24-15962;24_15962;;Fourniture et pose d'enduit routier avec mise en place de signalisation et balayage de chantier;24-15962;FNS;['25'];;Marchés entre 90 k€ et seuils européens;2024-02-08;2024-03-14;2024-03-14T12:00:00+00:00;Ville de Pontarlier;;FNSimple;OUVERT;;Procédure Ouverte;OUVERT/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['199', '365'];['199', '365'];['Matériaux routiers', 'Voirie'];['TRAVAUX'];['Travaux'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15962;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15962.pdf;FALSE
24-15963;24_15963;;Inspections Detaillees D'Ouvrages D'Art;24-15963;FNS;['76'];;Marchés entre 90 k€ et seuils européens;2024-02-08;2024-03-11;2024-03-11T16:00:00+00:00;Le Havre Seine Metropole;;FNSimple;OUVERT;;Procédure Ouverte;OUVERT/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['274'];['274'];['Prestations de services'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15963;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15963.pdf;FALSE
24-15978;24_15978;;Acquisition de matériel agricole;24-15978;MAPA;['20B'];;Marchés <90 k€ (MAPA);2024-02-08;2024-02-29;2024-02-29T12:00:00+00:00;ODARC - Etablissement public à caractère industriel et commercial;;MAPA;PROCEDURE_ADAPTE;;Procédure Adaptée;PROCEDURE_ADAPTE/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['200'];['200'];['Matériel agricole, horticole'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15978;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15978.pdf;FALSE
24-15980;24_15980;;Prestation d'enlèvement, de conservation temporaire, de numérisation et de destruction des dossiers des modes d'accueil;24-15980;MAPA;['26'];;Marchés <90 k€ (MAPA);2024-02-08;2024-03-06;2024-03-06T11:00:00+00:00;Département de la Drôme;;MAPA;PROCEDURE_ADAPTE;;Procédure Adaptée;PROCEDURE_ADAPTE/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['274'];['274'];['Prestations de services'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15980;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15980.pdf;FALSE
24-15285;24_15285;;Achat d'un automate de traitement des tissus;24-15285;JOUE;['14'];;Marchés européens;2024-02-08;2024-03-14;2024-03-14T10:00:00+00:00;Université de Caen Normandie;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['188'];['188'];['Laboratoire (matériel)'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15285;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15285.pdf;FALSE
24-15292;24_15292;;Réalisation de fouilles archéologiques préventives - CARNAC;24-15292;JOUE;['56'];;Marchés européens;2024-02-08;2024-03-11;2024-03-11T11:00:00+00:00;MORBIHAN HABITAT;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['450'];['450'];['Fouille archéologique'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15292;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15292.pdf;FALSE
24-15308;24_15308;;Prestations topographiques et de géo-détection de réseaux comprenant l'acquisition, le traitement et la restitution de données géographiques.;24-15308;JOUE;['51'];;Marchés européens;2024-02-08;2024-03-08;2024-03-08T15:00:00+00:00;Communauté urbaine du Grand Reims;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['344'];['344'];['Topographie'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15308;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15308.pdf;FALSE
24-15311;24_15311;;La présente consultation concerne le parachèvement du recalibrage du Condé-Pommeroeul.;24-15311;JOUE;['59', '62'];;Marchés européens;2024-02-08;2024-02-23;2024-02-22T10:00:00+00:00;Tribunal administratif de Lille;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['93'];['93'];['Dragage'];['TRAVAUX'];['Travaux'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15311;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15311.pdf;FALSE
24-14824;24_14824;;Fauchage des dépendances sur l'ensemble du réseau routier départemental;24-14824;JOUE;['70'];;Marchés européens;2024-02-08;2024-03-11;2024-03-11T16:00:00+00:00;Département de la Haute-Saône;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['116', '274'];['116', '274'];['Espaces verts', 'Prestations de services'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14824;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14824.pdf;FALSE
24-15180;24_15180;;MAINTENANCE DES CONTRÔLES D'ACCÈS DES BÂTIMENTS MÉTROPOLITAINS;24-15180;JOUE;['69'];;Marchés européens;2024-02-08;2024-03-11;2024-03-11T16:00:00+00:00;Métropole de Lyon;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;['environnementaux'];;;INITIAL;['81', '196'];['81', '196'];"[""Contrôle d'accès"", 'Maintenance']";['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15180;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15180.pdf;FALSE
24-15185;24_15185;;Prestation d'entretien des stades en gazon synthétique en groupement de commandes;24-15185;JOUE;['34'];;Marchés européens;2024-02-08;2024-03-18;2024-03-18T11:00:00+00:00;Sète agglopôle Méditerranée;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;['sociaux', 'environnementaux'];;;INITIAL;['274', '342'];['274', '342'];['Prestations de services', 'Terrain de sport'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15185;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15185.pdf;FALSE
24-15195;24_15195;;Mission maîtrise d'oeuvre relative à l'opération de création des plateaux techniques pour les Métiers de la Sécurité et traitement des aménagements extérieurs associés au Lycée Polyvalent Louis-Armand;24-15195;JOUE;['67', '68'];;Marchés européens;2024-02-08;2024-03-11;2024-03-11T11:00:00+00:00;Région Grand Est;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;['environnementaux'];;;INITIAL;['197'];['197'];"[""Maîtrise d'oeuvre""]";['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15195;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15195.pdf;FALSE
24-15206;24_15206;;MARCHE DE TRAVAUX POUR LA REALISATION DES ESPACES PUBLICS DU SECTEUR MARAIS A LILLE – LOMME – LOT 5 EAUX USEES;24-15206;JOUE;['59'];;Marchés européens;2024-02-08;2024-03-14;2024-03-14T11:00:00+00:00;SORELI : SAEM de rénovation et de restauration de Lille (59);;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['18', '306'];['18', '306'];['Assainissement', 'Réseaux divers'];['TRAVAUX'];['Travaux'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15206;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15206.pdf;FALSE
24-15240;24_15240;;Marchés relatifs à l'organisation des événements d'Aix-Marseille Université (3 lots);24-15240;JOUE;['13'];;Marchés européens;2024-02-08;2024-03-08;2024-03-08T14:00:00+00:00;Université d'aix marseille;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['324', '170', '230', '304'];['324', '170', '230', '304'];['Sonorisation', 'Illumination', 'Mobilier', 'Repas, traiteur'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15240;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15240.pdf;FALSE
24-15261;24_15261;;FOURNITURE ET POSE D'ÉQUIPEMENTS INTÉRIEURS DANS LE CADRE DE LA CONSTRUCTION DU GYMNASE MULTISPORTS DE LAPEYROUSE - LOT 14 MOBILIER ADMINISTRATIF;24-15261;JOUE;['81'];;Marchés européens;2024-02-08;2024-03-14;2024-03-14T11:00:00+00:00;COMMUNAUTE D'AGGLOMERATION  CASTRES-MAZAMET;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['230'];['230'];['Mobilier'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15261;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15261.pdf;FALSE
24-15274;24_15274;;Fourniture de titres de restauration dématérialisés en faveur du personnel de l'établissement public administratif Météo-France sur les sites en France métropolitaine et en outre-mer (Martinique, Guad;24-15274;JOUE;['94'];;Marchés européens;2024-02-08;2024-03-18;2024-03-11T12:00:00+00:00;METEO-FRANCE;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['416'];['416'];['Titres restaurant'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15274;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15274.pdf;FALSE
24-15283;24_15283;;Travaux d'aménagement de la troisième section du projet du BHNS TEO (tronçon 3C) entre le giratoire Pablo Neruda et le P+R des Plaines Villes pour l'ouest et le P+R Avenir et rue adjacentes pour l'Est;24-15283;JOUE;['22'];;Marchés européens;2024-02-08;2024-02-14;2024-02-22T10:00:00+00:00;Saint-Brieuc Armor Agglomération;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;RECTIFICATIF;['341'];['341'];['Terrassement'];['TRAVAUX'];['Travaux'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15283;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15283.pdf;FALSE
24-15018;24_15018;;Entretien ménager des locaux et des surfaces vitrées des bâtiments communaux;24-15018;JOUE;['77'];;Marchés européens;2024-02-08;2024-03-19;2024-03-19T08:00:00+00:00;Mairie de Cesson;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['239'];['239'];['Nettoyage de locaux'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15018;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15018.pdf;FALSE
24-15089;24_15089;;Achat de livres scolaires, non scolaires et ouvrages de bibliothèques;24-15089;JOUE;['77'];;Marchés européens;2024-02-08;2024-03-13;2024-03-12T10:00:00+00:00;Communauté d'Agglomération du Pays de Meaux;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['184'];['184'];['Livres'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15089;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15089.pdf;FALSE
24-15171;24_15171;;Le marché a pour objet la maintenance et l'exploitation des systèmes de climatisation et de traitement d'air des juridictions du ressort de la cour d'appel de Saint-Denis de La Réunion;24-15171;JOUE;['974', '976'];;Marchés européens;2024-02-08;2024-03-15;2024-03-15T12:00:00+00:00;Cour d'appel de Saint-Denis de La Réunion;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['62', '360'];['62', '360'];['Climatisation', 'Ventilation'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15171;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15171.pdf;FALSE
24-15191;24_15191;;Approvisionnement en produits chimiques des sites de production d'eau potable et de traitement des eaux usées de Saint-Brieuc Armor Agglomération.;24-15191;JOUE;['22'];;Marchés européens;2024-02-08;2024-03-18;2024-03-18T10:00:00+00:00;Saint-Brieuc Agglomération;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['275'];['275'];['Produits chimiques'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15191;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15191.pdf;FALSE
24-14945;24_14945;;Prestations de dératisation, désinsectisation, désinfection et dépigeonnisation des bâtiments et espaces publics de la Ville d'Orléans, la Métropole d'Orléans et le CCAS d'Orléans (2 lots);24-14945;JOUE;['45'];;Marchés européens;2024-02-08;2024-03-11;2024-03-11T11:00:00+00:00;Ville d'Orléans;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;['environnementaux'];;;INITIAL;['89'];['89'];['Dératisation, désinsectisation'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14945;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14945.pdf;FALSE
24-14960;24_14960;;La présente consultation porte sur des prestations de nettoiement sur l'espace public de Nantes Métropole.;24-14960;JOUE;['44'];;Marchés européens;2024-02-08;2024-03-29;2024-03-29T11:00:00+00:00;Nantes Métropole;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['240', '274'];['240', '274'];['Nettoyage urbain', 'Prestations de services'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14960;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14960.pdf;FALSE
24-15011;24_15011;;Réception, démantèlement, recyclage et traitement des matelas issus du tri des collectes sélectives d'encombrants du Syctom.;24-15011;JOUE;['75'];;Marchés européens;2024-02-08;2024-06-10;2024-03-11T13:00:00+00:00;Tribunal administratif de Paris;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['404'];['404'];['Déchets non ménagers (prestations)'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15011;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15011.pdf;FALSE
24-14811;24_14811;;NETTOYAGE ET ENTRETIEN DES LOCAUX DE L'UNIVERSITÉ DE CORSE - SITE DE CARGESE.;24-14811;JOUE;['20A'];;Marchés européens;2024-02-08;2024-03-08;2024-03-08T10:00:00+00:00;Tribunal Administratif de Bastia;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['239'];['239'];['Nettoyage de locaux'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14811;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14811.pdf;FALSE
24-14864;24_14864;;Mission de commissariat aux comptes pour Comutitres et prestations complémentaires annexes sur les comptes annuels des exercices 2024 à 2029;24-14864;JOUE;['75'];;Marchés européens;2024-02-08;2024-03-31;;Tribunal judiciaire de PARIS;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['21'];['21'];['Audit'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14864;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14864.pdf;FALSE
24-14875;24_14875;;PRESTATIONS DE NETTOYAGE DES LOCAUX ET DE DISTRIBUTION DU LINGE POUR LE CENTRE HOSPITALIER DE DOUÉ-EN-ANJOU;24-14875;JOUE;['49'];;Marchés européens;2024-02-08;2024-04-05;2024-03-11T10:00:00+00:00;Tribunal Administratif de NANTES;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['239'];['239'];['Nettoyage de locaux'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14875;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14875.pdf;FALSE
24-14881;24_14881;;Dématérialisation des procédures relatives à l'instruction des Demandes de projet de Travaux (DT) et des Déclarations d'Intention de Commencement de Travaux (DICT);24-14881;JOUE;['94'];;Marchés européens;2024-02-08;2024-03-08;2024-03-08T14:00:00+00:00;Tribunal Administratif de Melun;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['163'];['163'];['Informatique (prestations de services)'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14881;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14881.pdf;FALSE
24-14900;24_14900;;Accord-cadre à marchés subséquents mono attributaire pour la maintenance, l'installation et extension de systèmes de vidéoprotection sur le territoire de la Communauté Urbaine d'Arras dans le cadre d';24-14900;JOUE;['62'];;Marchés européens;2024-02-08;2024-03-08;2024-03-08T10:00:00+00:00;Communauté Urbaine d'Arras;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;['sociaux'];;;INITIAL;['196', '274', '415'];['196', '274', '415'];['Maintenance', 'Prestations de services', 'Télésurveillance'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14900;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14900.pdf;FALSE
24-15174;24_15174;;Marché de Maitrise d'OEuvre pour la restructuration et l'extension de l'école élémentaire du groupe scolaire Jean Monnet à Saint-Romain-le-Puy;24-15174;JOUE;['42'];;Marchés européens;2024-02-08;2024-03-11;2024-03-11T13:00:00+00:00;MAIRIE DE ST ROMAIN LE PUY;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;CONCOURS;Avis de marché;Concours;appeloffre/concours;Avis de marché/Concours;;;;INITIAL;['197'];['197'];"[""Maîtrise d'oeuvre""]";['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15174;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15174.pdf;FALSE
24-15233;24_15233;;Acquisition d'un camion porteur d'un PTAC de 16 tonnes et de 19,5 de PTRA équipé d'une plateforme élévatrice de personnes d'une hauteur de travail de 21 mètres et de ses accessoires pour les services;24-15233;JOUE;['62'];;Marchés européens;2024-02-08;2024-04-07;;SIVOM COMMUNAUTE DU BETHUNOIS;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;;;;INITIAL;['102'];['102'];['Eclairage public'];['FOURNITURES'];['Fournitures'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15233;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15233.pdf;FALSE
24-14818;24_14818;;FOURNITURE, INSTALLATION ET MISE EN SERVICE D'EQUIPEMENTS POUR LES BLANCHISSERIES DU GHT44 (4 LOTS);24-14818;JOUE;['44'];;Marchés européens;2024-02-08;2024-05-07;2024-02-22T10:00:00+00:00;Chu de Nantes;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;RECTIFICATIF;['37'];['37'];['Blanchisserie (matériel)'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14818;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14818.pdf;FALSE
24-14840;24_14840;;Accord-cadre relatif à l'impression, le façonnage et la livraison de documents pour les services du département de la Mayenne;24-14840;JOUE;['53'];;Marchés européens;2024-02-08;2024-05-05;;Conseil Départemental de la Mayenne;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;['environnementaux'];;;INITIAL;['160'];['160'];['Impression'];['SERVICES'];['Services'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14840;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14840.pdf;FALSE
24-14904;24_14904;;ACCORD CADRE A BONS DE COMMANDE  POUR LA SURVEILLANCE DE L'EVOLUTION DES OUVRAGES EN ENROCHEMENTS DU GPMM PAR NUAGE DE POINTS;24-14904;JOUE;['13'];;Marchés européens;2024-02-08;2024-03-11;2024-03-11T11:00:00+00:00;GRAND PORT MARITIME DE MARSEILLE;;DIRECTIVE-25;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['72', '118'];['72', '118'];['Contrôle technique', 'Etude'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14904;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14904.pdf;FALSE
