idweb;id;annonce_reference_schema_v110;objet;filename;famille;code_departement;code_departement_prestation;famille_libelle;dateparution;datefindiffusion;datelimitereponse;nomacheteur;titulaire;perimetre;type_procedure;soustype_procedure;procedure_libelle;procedure_categorise;nature;sousnature;nature_libelle;sousnature_libelle;nature_categorise;nature_categorise_libelle;criteres;marche_public_simplifie;marche_public_simplifie_label;etat;descripteur_code;dc;descripteur_libelle;type_marche;type_marche_facette;type_avis;annonce_lie;annonces_anterieures;annonces_anterieures_schema_v110;source_schema;GESTION;DONNEES;url_avis;url_pdf
24-19802;24_19802;;Elaboration d'un plan guide pour un nouveau quartier - Commune d'Epagny-Metz-Tessy;24-19802;FNS;['74'];;Marchés entre 90 k€ et seuils européens;2024-02-16;2024-05-15;;Grand Annecy;;FNSimple;;;Procédure NC;/;ATTRIBUTION;;Résultat de marché;;attribution/standard;Résultat de marché/;;;;INITIAL;['118', '274'];['118', '274'];['Etude', 'Prestations de services'];['SERVICES'];['Services'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-19802;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-19802.pdf
24-19944;24_19944;;MISE A DISPOSITION, ENTRETIEN ET EXPLOITATION D'APPAREILS DISTRIBUTEURS AUTOMATIQUES DE BOISSONS CHAUDES, FROIDES ET DE FRIANDISES SOUS EMBALLAGE PLASTIQUES POUR LE CONSERVATOIRE INTERCOMMUNAL MUSIQUE;24-19944;MAPA;['26'];;Marchés <90 k€ (MAPA);2024-02-16;2024-03-22;2024-03-22T17:00:00+00:00;COMMUNAUTE D'AGGLOMERATION DE MONTELIMAR AGGLOMERATION;;MAPA;PROCEDURE_ADAPTE;;Procédure Adaptée;PROCEDURE_ADAPTE/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;['environnementaux'];;;INITIAL;['115'];['115'];['Equipements spécialisés'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-19944;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-19944.pdf
24-19955;24_19955;;Accord cadre à bons de commande pour l'installation d'un système alarmes anti-intrusion pour les collèges du Département de l'Ardèche;24-19955;FNS;['07'];;Marchés entre 90 k€ et seuils européens;2024-02-16;2024-05-15;;Département de l'Ardèche;;FNSimple;;;Procédure NC;/;ATTRIBUTION;;Résultat de marché;;attribution/standard;Résultat de marché/;;;;INITIAL;['5', '209'];['5', '209'];['Alarme', 'Matériel de sécurité'];['TRAVAUX'];['Travaux'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-19955;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-19955.pdf
24-19970;24_19970;;Entretien des toitures terrasses et couvertures diverses d'immeubles abritant le siège et les sites de Jaurès et de Nationale de la Caf de Paris;24-19970;FNS;['75'];;Marchés entre 90 k€ et seuils européens;2024-02-16;2024-03-19;2024-03-19T11:00:00+00:00;Caf de Paris;;FNSimple;OUVERT;;Procédure Ouverte;OUVERT/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;['sociaux'];;;INITIAL;['196', '74', '354'];['196', '74', '354'];['Maintenance', 'Couverture', 'Terrasse'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-19970;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-19970.pdf
24-19975;24_19975;;prestations de services relatives au maintien de la propreté urbaine de la ville d'Aulnoye-Aymeries par balayage mécanisé.;24-19975;FNS;['59', '62'];;Marchés entre 90 k€ et seuils européens;2024-02-16;2024-03-04;2024-03-04T12:00:00+00:00;Mairie d'Aulnoye-Aymeries;;FNSimple;OUVERT;;Procédure Ouverte;OUVERT/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['240'];['240'];['Nettoyage urbain'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-19975;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-19975.pdf
24-20053;24_20053;;Le présent marché concerne la fourniture, l'installation, la mise en oeuvre ainsi que la maintenance des systèmes audiovisuels et multimédia et plus précisément : la fourniture, la;24-20053;FNS;['13'];;Marchés entre 90 k€ et seuils européens;2024-02-16;2024-03-25;2024-03-25T12:00:00+00:00;Etablissement public foncier Paca;;FNSimple;OUVERT;;Procédure Ouverte;OUVERT/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;['environnementaux'];;;INITIAL;['162'];['162'];['Informatique (matériel)'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-20053;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-20053.pdf
24-20062;24_20062;;Maitrise d'oeuvre pour l'aménagement de la nouvelle salle du conseil municipal.;24-20062;MAPA;['973', '971', '972', '75'];;Marchés <90 k€ (MAPA);2024-02-16;2024-03-19;2024-03-18T12:00:00+00:00;COMMUNE DE SAINT LAURENT DU MARONI;;MAPA;PROCEDURE_ADAPTE;;Procédure Adaptée;PROCEDURE_ADAPTE/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['118'];['118'];['Etude'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-20062;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-20062.pdf
24-20065;24_20065;;Mission de Maîtrise d'Oeuvre - Réhabilitation et extension des déchetteries de Biscarrosse Plage et Parentis en Born.;24-20065;FNS;['40', '33'];;Marchés entre 90 k€ et seuils européens;2024-02-16;2024-03-18;2024-03-18T12:00:00+00:00;SIVOM du Born;;FNSimple;OUVERT;;Procédure Ouverte;OUVERT/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['96'];['96'];['Déchetterie (travaux)'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-20065;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-20065.pdf
24-20084;24_20084;;Travaux de réfection de la Tour du Parlement de Navarre à Pau;24-20084;FNS;['64'];;Marchés entre 90 k€ et seuils européens;2024-02-16;2024-03-15;2024-03-15T16:00:00+00:00;Département des Pyrénées-Atlantiques;;FNSimple;OUVERT;;Procédure Ouverte;OUVERT/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;['environnementaux'];;;INITIAL;['33'];['33'];['Bâtiment'];['TRAVAUX'];['Travaux'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-20084;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-20084.pdf
24-20099;24_20099;;Renouvellement des réseaux humides sur la commune de Veigy Foncenex (74140);24-20099;FNS;['74'];;Marchés entre 90 k€ et seuils européens;2024-02-16;2024-03-22;2024-03-22T12:00:00+00:00;Thonon Agglomeration;;FNSimple;OUVERT;;Procédure Ouverte;OUVERT/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;['environnementaux'];;;INITIAL;['18'];['18'];['Assainissement'];['TRAVAUX'];['Travaux'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-20099;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-20099.pdf
24-20173;24_20173;;Travaux de réhabilitation et d'optimisation de la station de traitement des eaux de Malaurie;24-20173;FNS;['83'];;Marchés entre 90 k€ et seuils européens;2024-02-16;2024-03-19;2024-03-19T12:00:00+00:00;Syndicat Intercommunal d'Alimentation en eau du Nord-Ouest Varois (Sianov);;FNSimple;OUVERT;;Procédure Ouverte;OUVERT/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['255', '334'];['255', '334'];['Ouvrage hydraulique', 'Station de refoulement'];['TRAVAUX'];['Travaux'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-20173;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-20173.pdf
24-19918;24_19918;;Extension de l'école élémentaire;24-19918;FNS;['16'];;Marchés entre 90 k€ et seuils européens;2024-02-16;2024-03-20;2024-03-20T12:00:00+00:00;Commune de Louzac Saint André;;FNSimple;OUVERT;;Procédure Ouverte;OUVERT/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['61', '105', '270', '264', '353'];['61', '105', '270', '264', '353'];['Chauffage (travaux)', 'Electricité (travaux)', 'Plomberie (travaux)', 'Peinture (travaux)', 'Travaux de viabilité'];['TRAVAUX'];['Travaux'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-19918;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-19918.pdf
24-19999;24_19999;;Fourniture de bacs roulants insonorisés pour la collecte des ordures ménagères et de pièces détachées;24-19999;MAPA;['39'];;Marchés <90 k€ (MAPA);2024-02-16;2024-03-07;2024-03-07T12:00:00+00:00;SICTOM zone de Lons le Saunier;;MAPA;PROCEDURE_ADAPTE;;Procédure Adaptée;PROCEDURE_ADAPTE/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['71'];['71'];['Conteneur, poubelles'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-19999;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-19999.pdf
24-20172;24_20172;;Prestations de création, d'adaptation et d'exécution graphique au profit de l'Onisep;24-20172;FNS;['77'];;Marchés entre 90 k€ et seuils européens;2024-02-16;2024-03-11;2024-03-11T17:00:00+00:00;Onisep;;FNSimple;OUVERT;;Procédure Ouverte;OUVERT/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['274'];['274'];['Prestations de services'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-20172;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-20172.pdf
24-19196;24_19196;;Système d'acquisition dynamique pour le transport de personnels en situation de handicap des académies de Bordeaux, Limoges et Poitiers, sur les trajets domicile et lieu de travail ou éventuellement d;24-19196;JOUE;['33', '86', '87'];;Marchés européens;2024-02-16;2032-07-02;2032-07-01T14:00:00+00:00;Région académique Nouvelle Aquitaine;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['347'];['347'];['Transport'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-19196;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-19196.pdf
24-19211;24_19211;;23MC0470AOO - AC-SB-AUDITS ÉNERGÉTIQUES DE BÂTIMENTS TERTIAIRES;24-19211;JOUE;['31'];;Marchés européens;2024-02-16;2024-03-22;2024-03-22T11:00:00+00:00;Toulouse Métropole;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;['environnementaux'];;;INITIAL;['21'];['21'];['Audit'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-19211;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-19211.pdf
24-19008;24_19008;;MARCHE HEBERGEMENT DU SYSTEME D'INFORMATION POUR LE POLE DE SANTE DU VILLENEUVOIS ET DE SES SITES RATTACHES;24-19008;JOUE;['47'];;Marchés européens;2024-02-16;2024-02-22;2024-02-22T11:00:00+00:00;GCS Pôle Santé du Villeneuvois;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['454'];['454'];['Informatique (maintenance serveurs et réseaux)'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-19008;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-19008.pdf
24-19018;24_19018;;Le présent marché a pour objet les travaux de couverture et étanchéité;24-19018;JOUE;['75'];;Marchés européens;2024-02-16;2024-03-29;2024-03-29T10:00:00+00:00;Tribunal administratif de Paris;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['345'];['345'];"[""Tous corps d'état""]";['TRAVAUX'];['Travaux'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-19018;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-19018.pdf
24-19041;24_19041;;Travaux de ravalement;24-19041;JOUE;['75'];;Marchés européens;2024-02-16;2024-03-29;2024-03-29T10:00:00+00:00;Tribunal administratif de Paris;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['345'];['345'];"[""Tous corps d'état""]";['TRAVAUX'];['Travaux'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-19041;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-19041.pdf
24-19079;24_19079;;Travaux d'aménagement d'une promenade sur un tronçon de la Petite ceinture situé à Paris 15ème, en deux lots : Génie civil, VRD, terre végétale, plantations (lot 1) et Serrurerie (lot 2);24-19079;JOUE;['75'];;Marchés européens;2024-02-16;2024-03-19;2024-03-19T10:00:00+00:00;Tribunal Administratif de Paris;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['116', '141', '321', '341'];['116', '141', '321', '341'];['Espaces verts', 'Génie civil', 'Serrurerie', 'Terrassement'];['TRAVAUX'];['Travaux'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-19079;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-19079.pdf
24-19125;24_19125;;Mission de maîtrise d'oeuvre pour l'aménagement d'une aire de détente, d'une piste cyclable et la construction d'un ouvrage de franchissement du Cher à Saint-Victor;24-19125;JOUE;['03'];;Marchés européens;2024-02-16;2024-03-20;2024-03-20T10:30:00+00:00;Montluçon Communauté;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['197', '252'];['197', '252'];"[""Maîtrise d'oeuvre"", ""Ouvrage d'art""]";['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-19125;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-19125.pdf
24-19152;24_19152;;Location de courte durée de matériels informatiques, sans option d'achat, nécessaires au déroulement des épreuves de 7 concours nationaux de l'enseignement ,avec assistance en présentiel pendant la du;24-19152;JOUE;['52', '51', '10', '54', '57', '67', '75'];;Marchés européens;2024-02-16;2024-03-14;2024-03-13T15:00:00+00:00;Rectorat de la région académique GRAND EST, rectorat de Nancy-METZ;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['185', '454', '163'];['185', '454', '163'];['Location (matériels)', 'Informatique (maintenance serveurs et réseaux)', 'Informatique (prestations de services)'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-19152;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-19152.pdf
24-19180;24_19180;;Nettoyage des locaux, des surfaces vitrées intérieures, prestations spécifiques et ponctuelles et nettoyage des façades vitrées extérieures du Bâtiment ARENC;24-19180;JOUE;['13'];;Marchés européens;2024-02-16;2024-05-14;2024-03-25T15:00:00+00:00;Tribunal Administratif de Marseille;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['239'];['239'];['Nettoyage de locaux'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-19180;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-19180.pdf
24-19182;24_19182;;Travaux d'effacement de réseaux de distribution publique d'électricité et connexes et travaux d'équipement d'éclairage public sur les communes du Var réparties en 5 lots géographiques;24-19182;JOUE;['83'];;Marchés européens;2024-02-16;2024-03-22;2024-03-22T11:00:00+00:00;Territoire d'énergie Var Symielec;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['105'];['105'];['Electricité (travaux)'];['TRAVAUX'];['Travaux'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-19182;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-19182.pdf
24-18809;24_18809;;Fourniture de pièces détachées et d'équipements pour la maintenance du parc existant et la création de nouveaux sites des systèmes de fermetures automatiques.;24-18809;JOUE;['34'];;Marchés européens;2024-02-16;2024-03-25;2024-03-13T10:00:00+00:00;Montpellier Méditerranée Métropole;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['81'];['81'];"[""Contrôle d'accès""]";['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-18809;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-18809.pdf
24-18948;24_18948;;Remplacement des éclairages des stades Costa / Perenon;24-18948;JOUE;['84'];;Marchés européens;2024-02-16;2024-03-18;2024-03-18T11:00:00+00:00;Ville d'Orange (84);;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['102'];['102'];['Eclairage public'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-18948;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-18948.pdf
24-18956;24_18956;;MAINTENANCE DES APPAREILS D'INSPECTION À RAYONS X DE L'ASSEMBLÉE NATIONALE;24-18956;JOUE;['75'];;Marchés européens;2024-02-16;2024-03-04;2024-03-04T10:00:00+00:00;Assemblée nationale;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;RECTIFICATIF;['81'];['81'];"[""Contrôle d'accès""]";['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-18956;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-18956.pdf
24-18754;24_18754;;Appel d'offres ouvert en vue de prestations d'assistance à maitrise d'ouvrage pour les études de faisabilité et de programmation pour la création d'une crèche avenue Jules Hamel à Toulon;24-18754;JOUE;['83'];;Marchés européens;2024-02-16;2024-03-20;2024-03-20T11:00:00+00:00;Ville de Toulon;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;RECTIFICATIF;['433'];['433'];"[""Assistance à maîtrise d'ouvrage""]";['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-18754;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-18754.pdf
24-18757;24_18757;;Fourniture, installation et maintenance de 3 autoclaves pour le service de stérilisation des Hôpitaux du Sud Manche;24-18757;JOUE;['50'];;Marchés européens;2024-02-16;2024-03-15;2024-03-15T10:00:00+00:00;Centre Hospitalier Avranches Granville;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['115'];['115'];['Equipements spécialisés'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-18757;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-18757.pdf
24-18863;24_18863;;Services d'assurance construction;24-18863;JOUE;['93', '92', '91', '94', '75', '95', '77', '78', '60'];;Marchés européens;2024-02-16;2024-03-23;2024-03-19T15:00:00+00:00;Tribunal administratif de Montreuil;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['20'];['20'];['Assurance'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-18863;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-18863.pdf
24-18877;24_18877;;TRAVAUX DE CABLAGE INFORMATIQUE EN FFTH ET EN FFTO;24-18877;JOUE;['93', '92', '94', '95', '77', '75'];;Marchés européens;2024-02-16;2024-04-02;2024-04-02T10:00:00+00:00;TRIBUNAL ADMINISTRATIF DE MONTREUIL;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['163'];['163'];['Informatique (prestations de services)'];['TRAVAUX'];['Travaux'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-18877;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-18877.pdf
24-18882;24_18882;;Mission de commissariat aux comptes pour PODELIHA;24-18882;JOUE;['49'];;Marchés européens;2024-02-16;2024-02-22;2024-03-21T14:00:00+00:00;Tribunal Judiciaire de Rennes;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['21', '446'];['21', '446'];['Audit', 'Expertise comptable'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-18882;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-18882.pdf
24-18916;24_18916;;Marché de service relatif  à une prestation d'assurances des risques statutaires pour les collectivités et établissements affiliés et non affiliés au Centre de Gestion et pour lui-même;24-18916;JOUE;['03'];;Marchés européens;2024-02-16;2024-03-18;2024-03-18T11:00:00+00:00;Centre de gestion de la fonction publique territoriale de l'Allier;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['20'];['20'];['Assurance'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-18916;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-18916.pdf
24-18979;24_18979;;24GHT02 - Fourniture de pains et viennoiseries frais;24-18979;JOUE;['18'];;Marchés européens;2024-02-16;2024-03-04;;C.H. Jacques Coeur de Bourges;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['88'];['88'];['Denrées alimentaires'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-18979;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-18979.pdf
24-18658;24_18658;;Fournitures techniques pour l'entretien des bâtiments de la Ville et autres entités;24-18658;JOUE;['95'];;Marchés européens;2024-02-16;2024-03-18;2024-03-18T11:00:00+00:00;MAIRIE DE DEUIL LA BARRE;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['198', '263', '291', '308', '321'];['198', '263', '291', '308', '321'];['Matériaux de construction', 'Peinture (fourniture)', 'Quincaillerie (articles)', 'Revêtements de sols', 'Serrurerie'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-18658;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-18658.pdf
24-18740;24_18740;;Etudes ergonomiques des postes de travail d'agents de la Région Occitanie;24-18740;JOUE;['31'];;Marchés européens;2024-02-16;2024-03-20;2024-03-20T11:00:00+00:00;Région Occitanie;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;['environnementaux'];;;INITIAL;['274'];['274'];['Prestations de services'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-18740;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-18740.pdf
24-18785;24_18785;;Réfection de la couche de roulement en béton bitumineux tiède des routes départementales (6 lots) - Réf 2266;24-18785;JOUE;['33'];;Marchés européens;2024-02-16;2024-03-21;2024-03-21T15:00:00+00:00;Conseil Départemental de la Gironde;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;['sociaux', 'environnementaux'];;;INITIAL;['365'];['365'];['Voirie'];['TRAVAUX'];['Travaux'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-18785;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-18785.pdf
24-18806;24_18806;;MISSION D'ORDONNANCEMENT, DE PILOTAGE ET DE COORDINATION (OPC) DES ETUDES ET DES TRAVAUX RELATIVE A L'OPERATION DE REAMENAGEMENT DES ESPACES MUSEOGRAPHIQUES DU PARCOURS ROMAIN ET DE LA CREATION DU PAR;24-18806;JOUE;['75'];;Marchés européens;2024-02-16;2024-03-31;2024-03-19T10:00:00+00:00;Etablissement Public du Musée du Louvre (EPML);;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['234'];['234'];"[""Mission d'ordonnancement, pilotage, coordination (OPC)""]";['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-18806;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-18806.pdf
24-18947;24_18947;;Classes de découverte à destination des élèves de la Ville de Mantes-la-Jolie;24-18947;JOUE;['78'];;Marchés européens;2024-02-16;2024-03-18;2024-03-18T10:00:00+00:00;Tribunal Administratif de Versailles;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['274'];['274'];['Prestations de services'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-18947;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-18947.pdf
24-18666;24_18666;;CONSOMMABLES DE STERILISATION;24-18666;JOUE;['80'];;Marchés européens;2024-02-16;2024-04-14;2024-03-18T10:00:00+00:00;Tribunal administratif d'Amiens;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['212'];['212'];['Matériel médical'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-18666;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-18666.pdf
