idweb;id;annonce_reference_schema_v110;objet;filename;famille;code_departement;code_departement_prestation;famille_libelle;dateparution;datefindiffusion;datelimitereponse;nomacheteur;titulaire;perimetre;type_procedure;soustype_procedure;procedure_libelle;procedure_categorise;nature;sousnature;nature_libelle;sousnature_libelle;nature_categorise;nature_categorise_libelle;criteres;marche_public_simplifie;marche_public_simplifie_label;etat;descripteur_code;dc;descripteur_libelle;type_marche;type_marche_facette;type_avis;annonce_lie;annonces_anterieures;annonces_anterieures_schema_v110;source_schema;GESTION;DONNEES;url_avis;url_pdf
24-14776;24_14776;;conventions de délégation de service public de transport aérien Corse - Continent 2024 - 2027;24-14776;JOUE;['20A'];;Marchés européens;2024-02-07;2024-05-05;;Office des transports de la Corse;;DIRECTIVE-23;;;Procédure NC;/;ATTRIBUTION;CONCESSION;Résultat de marché;Concession;attribution/concession;Résultat de marché/Concession;;;;INITIAL;['4'];['4'];['Aéronautique'];['SERVICES'];['Services'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14776;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14776.pdf
24-14142;24_14142;;Fourniture de pièces détachées pour les casques de marque MSA;24-14142;JOUE;['44'];;Marchés européens;2024-02-07;2024-03-06;2024-03-07T10:00:00+00:00;Tribunal administratif de Nantes;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['115'];['115'];['Equipements spécialisés'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14142;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14142.pdf
24-14701;24_14701;;Souscription d'un progiciel de gestion de test de la performance applicative (APM) de type « end-to-end » et de gestion des niveaux de services, et réalisation de prestations associées, pour les besoi;24-14701;JOUE;['75'];;Marchés européens;2024-02-07;2024-04-06;;PHENISYS;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;;;;INITIAL;['186'];['186'];['Logiciel'];['FOURNITURES'];['Fournitures'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14701;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14701.pdf
24-15026;24_15026;;Prestation de service pour l'ouverture et la fermeture des parcs et jardins de la Mairie des 6ème et 8ème arrondissements;24-15026;FNS;['13'];;Marchés entre 90 k€ et seuils européens;2024-02-07;2024-03-01;2024-03-01T16:00:00+00:00;Commune de Marseille;;FNSimple;OUVERT;;Procédure Ouverte;OUVERT/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;['environnementaux'];;;INITIAL;['274'];['274'];['Prestations de services'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15026;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15026.pdf
24-15021;24_15021;;Réfection partielle des toitures du collège de Châteauvillain-.;24-15021;FNS;['52'];;Marchés entre 90 k€ et seuils européens;2024-02-07;2024-03-04;2024-03-04T12:00:00+00:00;Département de la Haute-Marne;;FNSimple;OUVERT;;Procédure Ouverte;OUVERT/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['345'];['345'];"[""Tous corps d'état""]";['TRAVAUX'];['Travaux'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15021;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15021.pdf
24-14471;24_14471;;Convention de participation Prévoyance et Santé pour le bénéfice des agents de la Communauté d'Agglomération du Grand Dole, de la Ville et du CCAS - Groupement de commandes;24-14471;JOUE;['39'];;Marchés européens;2024-02-07;2024-03-25;2024-03-25T11:00:00+00:00;Communauté d'Agglomération du Grand Dole;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['20'];['20'];['Assurance'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14471;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14471.pdf
24-14733;24_14733;;Activation et exploitation de l'infrastructure fibre noire interdépartementale de la Région Auvergne-Rhône-Alpes;24-14733;JOUE;['69', '01', '03', '07', '15', '26', '38', '42', '43'];;Marchés européens;2024-02-07;2024-03-07;2024-03-06T10:00:00+00:00;Tribunal administratif de Lyon;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['133'];['133'];['Fibre optique'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14733;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14733.pdf
24-14749;24_14749;;Acquisition de vêtements de travail et chaussants pour les agents des services municipaux de la ville de Saint-Herblain;24-14749;JOUE;['44'];;Marchés européens;2024-02-07;2024-03-11;2024-03-11T10:00:00+00:00;Tribunal administratif de Nantes;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['150'];['150'];['Habillement'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14749;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14749.pdf
24-14617;24_14617;;Acquisition et déploiement du SI patrimonial;24-14617;JOUE;['974'];;Marchés européens;2024-02-07;2024-03-31;2024-02-08T08:00:00+00:00;Tribunal Administratif de la Réunion;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;RECTIFICATIF;['453'];['453'];['Informatique (assistance)'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14617;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14617.pdf
24-14624;24_14624;;Internet et services numériques associés dans les résidences universitaires et lieux de vie étudiants;24-14624;JOUE;['92'];;Marchés européens;2024-02-07;2024-03-01;2024-03-01T10:00:00+00:00;Tribunal Administratif de Cergy Pontoise;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;RECTIFICATIF;['163'];['163'];['Informatique (prestations de services)'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14624;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14624.pdf
24-14630;24_14630;;Acquisition de fournitures d'entretien pour les bâtiments communautaires. Consultation faisant suite à une déclaration sans suite.;24-14630;JOUE;['79', '16', '17', '85', '86'];;Marchés européens;2024-02-07;2024-03-30;2024-03-06T10:00:00+00:00;Communauté de Communes Parthenay Gâtine;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['278'];['278'];"[""Produits d'entretien""]";['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14630;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14630.pdf
24-14642;24_14642;;Prestations foncières et topographiques sur routes départementales et autres éléments du patrimoine du département de la Mayenne;24-14642;JOUE;['53'];;Marchés européens;2024-02-07;2024-03-11;2024-03-11T11:00:00+00:00;Conseil Départemental de la Mayenne;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;['environnementaux'];;;INITIAL;['344', '274'];['344', '274'];['Topographie', 'Prestations de services'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14642;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14642.pdf
24-14648;24_14648;;Marché d'assistance technique et environnementale à maîtrise d'ouvrage pour la rénovation et l'extension du collège Jean-Jaurès à Montfermeil (93);24-14648;JOUE;['93'];;Marchés européens;2024-02-07;2024-03-08;2024-03-08T10:00:00+00:00;Tribunal administratif de Montreuil;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['19'];['19'];['Assistance technique'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14648;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14648.pdf
24-14662;24_14662;;"Le marché a pour objet l?exécution de prestations de nettoyage et d?entretien des locaux du Service Interacadémique des Examens et Concours (SIEC), comprenant :#x0D; - le bâtiment principal situé au 7";24-14662;JOUE;['94', '91', '75', '95', '78'];;Marchés européens;2024-02-07;2024-03-18;2024-03-08T10:00:00+00:00;SIEC d'Arcueil;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['239'];['239'];['Nettoyage de locaux'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14662;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14662.pdf
24-14670;24_14670;;Catalogue de consommables et de dispositifs médicaux destiné aux établissements ayant une activité dans le secteur social ou médico-social et prestations associées;24-14670;JOUE;['75'];;Marchés européens;2024-02-07;2024-05-11;2024-03-11T10:00:00+00:00;Tribunal administratif de Paris;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['69'];['69'];['Consommables médicaux'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14670;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14670.pdf
24-14722;24_14722;;Entretien des espaces verts des sites hospitaliers du CHU de Martinique : Pierre Zobda Quitman, La Maison de la Femme de la Mère et de l'Enfant;24-14722;JOUE;['972'];;Marchés européens;2024-02-07;2025-02-13;2024-03-18T10:00:00+00:00;Tribunal Administratif de Martinique;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['116'];['116'];['Espaces verts'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14722;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14722.pdf
24-14347;24_14347;;Assistance et accompagnement à l'optimisation des fonctions Achats et Commande publique;24-14347;JOUE;['74', '73', '01', '38', '69'];;Marchés européens;2024-02-07;2024-03-07;2024-03-07T11:00:00+00:00;DEPARTEMENT DE LA HAUTE-SAVOIE;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['21'];['21'];['Audit'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14347;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14347.pdf
24-14391;24_14391;;ACCORD CADRE MONO ATTRIBUTAIRE DANS LE CADRE D'UNE ASSISTANCE A MAITRISE D'OUVRAGE POUR LE CONSEIL ET LA CONDUITE DE PROJET POUR LA COMMUNE DE LA PLAINE DES PALMISTES;24-14391;JOUE;['974'];;Marchés européens;2024-02-07;2025-02-06;;Ville de la Plaine des Palmistes;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['433'];['433'];"[""Assistance à maîtrise d'ouvrage""]";['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14391;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14391.pdf
24-14481;24_14481;;Mission de maitrise d'oeuvre concernant la restructuration du bâtiment des ateliers au lycée Blaise Pascal à Rouen (76);24-14481;JOUE;['76'];;Marchés européens;2024-02-07;2024-03-29;2024-03-29T15:00:00+00:00;REGION NORMANDIE - DIRECTION DES BATIMENTS REGIONAUX;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;['environnementaux'];;;INITIAL;['197'];['197'];"[""Maîtrise d'oeuvre""]";['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14481;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14481.pdf
24-14483;24_14483;;LILLE (59) - Exploitation et entretien des installations de chauffage collectif, de production d'eau chaude sanitaire, de climatisation, de ventilation mécanique contrôlée et de centrale de traitement;24-14483;JOUE;['59', '62', '02', '60', '80'];;Marchés européens;2024-02-07;2024-03-14;2024-03-14T10:00:00+00:00;Tribunal administratif de LILLE;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['196'];['196'];['Maintenance'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14483;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14483.pdf
24-14564;24_14564;;Prestations d'accompagnement dans l'organisation des évènements de l'afdas;24-14564;JOUE;['75'];;Marchés européens;2024-02-07;2024-03-07;2024-03-07T10:00:00+00:00;AFDAS PARIS 20;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['274'];['274'];['Prestations de services'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14564;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14564.pdf
24-14602;24_14602;;Fourniture de viandes et volailles fraîches;24-14602;JOUE;['85'];;Marchés européens;2024-02-07;2024-03-13;2024-03-13T11:30:00+00:00;Ville de La Roche-sur-Yon (85);;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;['environnementaux'];;;INITIAL;['88', '66'];['88', '66'];['Denrées alimentaires', 'Restauration collective'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14602;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14602.pdf
24-14109;24_14109;;Achat d'un véhicule hydrocureur de 26 tonnes;24-14109;JOUE;['57'];;Marchés européens;2024-02-07;2024-03-11;2024-03-11T10:00:00+00:00;Tribunal Administratif de Strasbourg;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['115'];['115'];['Equipements spécialisés'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14109;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14109.pdf
24-14217;24_14217;;Construction et installation de bâtiments préfabriqués techniques à Saint-Geours-de-Maremne (40230);24-14217;JOUE;['40'];;Marchés européens;2024-02-07;2024-03-08;2024-03-08T08:00:00+00:00;Tribunal administratif de Pau;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['33'];['33'];['Bâtiment'];['TRAVAUX'];['Travaux'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14217;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14217.pdf
24-14268;24_14268;;Mission de maîtrise d'oeuvre pour la requalification des espaces publics structurants et construction de halles, dans les centralités de Harsault et Bains-les-Bains.;24-14268;JOUE;['88'];;Marchés européens;2024-02-07;2024-03-06;2024-03-06T12:00:00+00:00;LA VOGE-LES-BAINS;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['274'];['274'];['Prestations de services'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14268;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14268.pdf
24-14299;24_14299;;Maintenance hébergement et développement pour le site lyon.fr, les sites d'arrondissement et les sites évènementiels (Fêtes des Lumières, Festival entre Rhône et Saône);24-14299;JOUE;['69'];;Marchés européens;2024-02-07;2024-02-22;2024-02-22T15:00:00+00:00;Ville de Lyon;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;['sociaux'];;;RECTIFICATIF;['171', '196'];['171', '196'];['Site internet', 'Maintenance'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14299;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14299.pdf
24-14408;24_14408;;Prestations d'éclairage évènementiel et maintenance du matériel mis à disposition;24-14408;JOUE;['78'];;Marchés européens;2024-02-07;2024-03-13;2024-03-13T14:00:00+00:00;Etablissement Public du Château, du Musée et domaine national de Versailles;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['274'];['274'];['Prestations de services'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14408;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14408.pdf
24-14123;24_14123;;Prestations de déménagements des bâtiments et services du Département des Bouches-du-Rhône - Lot 1 Déménagements des bâtiments et services autres que les collèges et logements de fonction.;24-14123;JOUE;['13'];;Marchés européens;2024-02-07;2024-02-21;2024-02-21T15:00:00+00:00;CONSEIL DEPARTEMENTAL DES BOUCHES DU RHONE;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['237', '347', '274'];['237', '347', '274'];['Manutention', 'Transport', 'Prestations de services'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14123;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14123.pdf
24-14150;24_14150;;Mission d'ordonnancement, Pilotage et Coordination Inter Chantiers dans le cadre du Nouveau Programme de Renouvellement Urbain (NPNRU) sur les Hauts de Creil;24-14150;JOUE;['60', '95'];;Marchés européens;2024-02-07;2024-03-12;2024-03-12T11:00:00+00:00;Ville de Creil;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['234'];['234'];"[""Mission d'ordonnancement, pilotage, coordination (OPC)""]";['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14150;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14150.pdf
24-14530;24_14530;;Marché relatif au débroussaillage, ramassage et évacuation des déchets sur l'ensemble des réserves foncières de la ville d'Ivry-sur-Seine;24-14530;JOUE;['94', '77', '78', '91', '92', '93', '95'];;Marchés européens;2024-02-07;2024-03-04;2024-03-08T10:00:00+00:00;Tribunal administratif de Melun;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['116'];['116'];['Espaces verts'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14530;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14530.pdf
24-14560;24_14560;;RESTRUCTURATION DES ATELIERS CHIMIE ET MAINTENANCE INDUSTRIELLE -LOT 14 : ELECTRICITE COURANTS FORTS / COURANTS FAIBLES - LYCEE HEINLEX à SAINT-NAZAIRE (44);24-14560;JOUE;['44', '49', '53', '72', '85'];;Marchés européens;2024-02-07;2024-03-12;2024-03-11T10:00:00+00:00;Conseil régional des Pays de la Loire;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['33'];['33'];['Bâtiment'];['TRAVAUX'];['Travaux'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14560;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14560.pdf
24-14676;24_14676;;EVACUATION ET TRAITEMENT DES DECHETS DE DEPOTS DIVERS;24-14676;JOUE;['84'];;Marchés européens;2024-02-07;2024-05-05;;Grand Avignon;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;['sociaux'];;;INITIAL;['404'];['404'];['Déchets non ménagers (prestations)'];['SERVICES'];['Services'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14676;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14676.pdf
24-14258;24_14258;;PRESTATION DE TRAVAIL TEMPORAIRE POUR LE GIP BRETAGNE SANTE LOGISTIQUE;24-14258;JOUE;['56'];;Marchés européens;2024-02-07;2024-04-05;;Tribunal Administratif de Rennes;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;;;;INITIAL;['461'];['461'];['Mise à disposition de personnel'];['SERVICES'];['Services'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14258;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14258.pdf
24-14395;24_14395;;Prestation d'assurance « Risques statutaires du personnel de la fonction publique affilié à la CNRACL »;24-14395;JOUE;['974'];;Marchés européens;2024-02-07;2024-04-06;;ASSURCO;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;;;;INITIAL;['20'];['20'];['Assurance'];['SERVICES'];['Services'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14395;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14395.pdf
24-14531;24_14531;;Mission de coordonnateur environnemental pour le chantier d'accès fluvial à Port 2000 à un prestataire. Cette mission sera assurée sur les différentes phases de réalisation des travaux relatifs à la c;24-14531;JOUE;['76'];;Marchés européens;2024-02-07;2024-03-19;2024-03-19T10:00:00+00:00;Grand port fluvio maritime de l'Axe Seine;;DIRECTIVE-25;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['165'];['165'];['Installation portuaire'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14531;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14531.pdf
24-14623;24_14623;;FOURNITURE DE BOISSONS POUR LES SERVICES DE LA VILLE DE PANTIN LOTS 1, 4 ET 6.;24-14623;JOUE;['93'];;Marchés européens;2024-02-07;2024-03-06;;BARNUM;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;;;;INITIAL;['39'];['39'];['Boisson'];['FOURNITURES'];['Fournitures'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14623;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14623.pdf
24-14636;24_14636;;Transports périscolaires pour les élèves des écoles situées sur le territoire de la CASUD;24-14636;JOUE;['974'];;Marchés européens;2024-02-07;2024-03-10;;Tribunal administratif de la Réunion;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;;;;INITIAL;['347'];['347'];['Transport'];['SERVICES'];['Services'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14636;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14636.pdf
24-14675;24_14675;;Fourniture de mobilier urbain;24-14675;JOUE;['38'];;Marchés européens;2024-02-07;2024-05-05;;GRENOBLE ALPES METROPOLE;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;['environnementaux'];;;INITIAL;['231'];['231'];['Mobilier urbain'];['FOURNITURES'];['Fournitures'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14675;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14675.pdf
24-14693;24_14693;;Travaux de désamiantage dans les bâtiments de l'administration centrale des ministères de l'éducation nationale et de la jeunesse, de l'enseignement supérieur et de la recherche, et des sports et des;24-14693;JOUE;['75'];;Marchés européens;2024-02-07;2024-04-06;;SAS Acorus;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;;;;INITIAL;['353'];['353'];['Travaux de viabilité'];['TRAVAUX'];['Travaux'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14693;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14693.pdf
24-14739;24_14739;;ACCORD-CADRE A BONS DE COMMANDE RELATIF AUX TRAVAUX D'ENTRETIEN, DE REPARATION OU DE RECONSTRUCTION D'OUVRAGES SUR LE PATRIMOINE DEPARTEMENTAL DE CHARENTE-MARITIME (17);24-14739;JOUE;['17'];;Marchés européens;2024-02-07;2024-04-08;;DEPARTEMENT DE LA CHARENTE-MARITIME;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;;;;INITIAL;['252'];['252'];"[""Ouvrage d'art""]";['TRAVAUX'];['Travaux'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14739;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14739.pdf
24-14278;24_14278;;Externalisation d un centre d appels et mise en place, exploitation et maintenance d un Serveur Vocal Interactif;24-14278;JOUE;['92'];;Marchés européens;2024-02-07;2024-02-13;;Médiateur national de l'énergie;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;;;;INITIAL;['274'];['274'];['Prestations de services'];['SERVICES'];['Services'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14278;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14278.pdf
